,author,title
6014,"Allen, Grant",Linnet: A Romance
6015,"Allen, Grant",Moorland Idylls
6016,"Allen, Grant","Hilda Wade, a Woman with Tenacity of Purpose"
6017,"Allen, Grant",Cities of Belgium: Grant Allen's Historical Guides
6018,"Allen, Grant",Paris: Grant Allen's Historical Guides
6019,"Allen, Grant",The Evolution of the Idea of God: An Inquiry Into the Origins of Religions
6020,"Allen, Grant",Recalled to Life
6021,"Allen, Grant",Michael's Crag
6022,"Allen, Grant",What's Bred in the Bone
6023,"Allen, Grant",Philistia
6024,"Riley, James Whitcomb",Pipes O'Pan at Zekesbury
6025,"Riley, James Whitcomb","Green Fields and Running Brooks, and Other Poems"
6026,"Riley, James Whitcomb",The Book of Joyous Children
6027,"Riley, James Whitcomb",Afterwhiles
6028,"Riley, James Whitcomb",Riley Songs of Home
6029,"Riley, James Whitcomb",Riley Love-Lyrics
6030,"Riley, James Whitcomb",Riley Songs of Friendship
6031,"Riley, James Whitcomb",Nye and Riley's Wit and Humor (Poems and Yarns)
6032,"Riley, James Whitcomb",The Old Soldier's Story: Poems and Prose Sketches
6033,"Riley, James Whitcomb",Neghborly Poems and Dialect Sketches
6034,"Riley, James Whitcomb",The Complete Works of James Whitcomb Riley — Volume 1
6035,"Riley, James Whitcomb",The Complete Works of James Whitcomb Riley — Volume 10
6036,"Riley, James Whitcomb",A Child-World
6037,"Riley, James Whitcomb",Riley Child-Rhymes
6038,"Russell, Bertrand",The Problem of China
6039,"Russell, Bertrand",The Practice and Theory of Bolshevism
6040,"Russell, Bertrand",The Analysis of Mind
6041,"Russell, Bertrand",Mysticism and Logic and Other Essays
6042,"Russell, Bertrand",Our Knowledge of the External World as a Field for Scientific Method in Philosophy
6043,"Russell, Bertrand",Political Ideals
6044,"Russell, Bertrand",An essay on the foundations of geometry
6045,"Russell, Bertrand",Why Men Fight: A method of abolishing the international duel
6046,"Russell, Bertrand",The Problems of Philosophy
6047,"Russell, Bertrand",Proposed Roads to Freedom
6048,"Lytton, Edward Bulwer Lytton, Baron","Rienzi, the Last of the Roman Tribunes"
6049,"Lytton, Edward Bulwer Lytton, Baron","The Haunted and the Haunters; Or, The House and the Brain"
6050,"Lytton, Edward Bulwer Lytton, Baron",The Last Days of Pompeii
6051,"Lytton, Edward Bulwer Lytton, Baron",The Coming Race
6052,"Lytton, Edward Bulwer Lytton, Baron","The Lady of Lyons; Or, Love and Pride"
6053,"Lytton, Edward Bulwer Lytton, Baron",Zanoni
6054,"Lytton, Edward Bulwer Lytton, Baron","The Poetical Works of Sir Edward Bulwer Lytton, Bart. M.P."
6055,"Lytton, Edward Bulwer Lytton, Baron","Athens: Its Rise and Fall, Book I"
6056,"Lytton, Edward Bulwer Lytton, Baron","Athens: Its Rise and Fall, Book II"
6057,"Lytton, Edward Bulwer Lytton, Baron","Athens: Its Rise and Fall, Book III"
6058,"Lytton, Edward Bulwer Lytton, Baron","Athens: Its Rise and Fall, Book IV"
6059,"Lytton, Edward Bulwer Lytton, Baron","Athens: Its Rise and Fall, Book V"
6060,"Lytton, Edward Bulwer Lytton, Baron","Athens: Its Rise and Fall, Complete"
6061,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 02
6062,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 03
6063,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 07
6064,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 08
6065,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 09
6066,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 10
6067,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 11
6068,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 12
6069,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 14
6070,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 15
6071,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 16
6072,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 17
6073,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Volume 18
6074,"Lytton, Edward Bulwer Lytton, Baron",The Caxtons: A Family Picture — Complete
6075,"Lytton, Edward Bulwer Lytton, Baron",Zicci: A Tale — Volume 01
6076,"Lytton, Edward Bulwer Lytton, Baron",Zicci: A Tale — Volume 02
6077,"Lytton, Edward Bulwer Lytton, Baron",Zicci: A Tale — Complete
6078,"Lytton, Edward Bulwer Lytton, Baron",Eugene Aram — Volume 01
6079,"Lytton, Edward Bulwer Lytton, Baron",Eugene Aram — Volume 02
6080,"Lytton, Edward Bulwer Lytton, Baron",Eugene Aram — Volume 03
6081,"Lytton, Edward Bulwer Lytton, Baron",Eugene Aram — Volume 04
6082,"Lytton, Edward Bulwer Lytton, Baron",Eugene Aram — Volume 05
6083,"Lytton, Edward Bulwer Lytton, Baron",Eugene Aram — Complete
6084,"Lytton, Edward Bulwer Lytton, Baron",Pelham — Volume 01
6085,"Lytton, Edward Bulwer Lytton, Baron",Pelham — Volume 02
6086,"Lytton, Edward Bulwer Lytton, Baron",Pelham — Volume 03
6087,"Lytton, Edward Bulwer Lytton, Baron",Pelham — Volume 04
6088,"Lytton, Edward Bulwer Lytton, Baron",Pelham — Volume 05
6089,"Lytton, Edward Bulwer Lytton, Baron",Pelham — Volume 06
6090,"Lytton, Edward Bulwer Lytton, Baron",Pelham — Volume 07
6091,"Lytton, Edward Bulwer Lytton, Baron",Pelham — Volume 08
6092,"Lytton, Edward Bulwer Lytton, Baron",Pelham — Complete
6093,"Lytton, Edward Bulwer Lytton, Baron",Devereux — Volume 01
6094,"Lytton, Edward Bulwer Lytton, Baron",Devereux — Volume 02
6095,"Lytton, Edward Bulwer Lytton, Baron",Devereux — Volume 03
6096,"Lytton, Edward Bulwer Lytton, Baron",Devereux — Volume 04
6097,"Lytton, Edward Bulwer Lytton, Baron",Devereux — Volume 05
6098,"Lytton, Edward Bulwer Lytton, Baron",Devereux — Volume 06
6099,"Lytton, Edward Bulwer Lytton, Baron",Devereux — Complete
6100,"Lytton, Edward Bulwer Lytton, Baron",The Disowned — Volume 01
6101,"Lytton, Edward Bulwer Lytton, Baron",The Disowned — Volume 02
6102,"Lytton, Edward Bulwer Lytton, Baron",The Disowned — Volume 03
6103,"Lytton, Edward Bulwer Lytton, Baron",The Disowned — Volume 04
6104,"Lytton, Edward Bulwer Lytton, Baron",The Disowned — Volume 05
6105,"Lytton, Edward Bulwer Lytton, Baron",The Disowned — Volume 06
6106,"Lytton, Edward Bulwer Lytton, Baron",The Disowned — Volume 07
6107,"Lytton, Edward Bulwer Lytton, Baron",The Disowned — Volume 08
6108,"Lytton, Edward Bulwer Lytton, Baron",The Disowned — Complete
6109,"Lytton, Edward Bulwer Lytton, Baron",Ernest Maltravers — Volume 01
6110,"Lytton, Edward Bulwer Lytton, Baron",Ernest Maltravers — Volume 02
6111,"Lytton, Edward Bulwer Lytton, Baron",Ernest Maltravers — Volume 03
6112,"Lytton, Edward Bulwer Lytton, Baron",Ernest Maltravers — Volume 04
6113,"Lytton, Edward Bulwer Lytton, Baron",Ernest Maltravers — Volume 05
6114,"Lytton, Edward Bulwer Lytton, Baron",Ernest Maltravers — Volume 06
6115,"Lytton, Edward Bulwer Lytton, Baron",Ernest Maltravers — Volume 07
6116,"Lytton, Edward Bulwer Lytton, Baron",Ernest Maltravers — Volume 08
6117,"Lytton, Edward Bulwer Lytton, Baron",Ernest Maltravers — Volume 09
6118,"Lytton, Edward Bulwer Lytton, Baron",Ernest Maltravers — Complete
6119,"Lytton, Edward Bulwer Lytton, Baron",Kenelm Chillingly — Volume 01
6120,"Lytton, Edward Bulwer Lytton, Baron",Kenelm Chillingly — Volume 02
6121,"Lytton, Edward Bulwer Lytton, Baron",Kenelm Chillingly — Volume 03
6122,"Lytton, Edward Bulwer Lytton, Baron",Kenelm Chillingly — Volume 04
6123,"Lytton, Edward Bulwer Lytton, Baron",Kenelm Chillingly — Volume 05
6124,"Lytton, Edward Bulwer Lytton, Baron",Kenelm Chillingly — Volume 06
6125,"Lytton, Edward Bulwer Lytton, Baron",Kenelm Chillingly — Volume 07
6126,"Lytton, Edward Bulwer Lytton, Baron",Kenelm Chillingly — Volume 08
6127,"Lytton, Edward Bulwer Lytton, Baron",Kenelm Chillingly — Complete
6128,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 01
6129,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 02
6130,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 03
6131,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 04
6132,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 05
6133,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 06
6134,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 07
6135,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 08
6136,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 09
6137,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 10
6138,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 11
6139,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Volume 12
6140,"Lytton, Edward Bulwer Lytton, Baron",What Will He Do with It? — Complete
6141,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 01
6142,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 02
6143,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 03
6144,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 04
6145,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 05
6146,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 06
6147,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 07
6148,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 08
6149,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 09
6150,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 10
6151,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 11
6152,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Volume 12
6153,"Lytton, Edward Bulwer Lytton, Baron",Harold : the Last of the Saxon Kings — Complete
6154,"Lytton, Edward Bulwer Lytton, Baron",Lucretia — Volume 01
6155,"Lytton, Edward Bulwer Lytton, Baron",Lucretia — Volume 02
6156,"Lytton, Edward Bulwer Lytton, Baron",Lucretia — Volume 03
6157,"Lytton, Edward Bulwer Lytton, Baron",Lucretia — Volume 04
6158,"Lytton, Edward Bulwer Lytton, Baron",Lucretia — Volume 05
6159,"Lytton, Edward Bulwer Lytton, Baron",Lucretia — Volume 06
6160,"Lytton, Edward Bulwer Lytton, Baron",Lucretia — Complete
6161,"Lytton, Edward Bulwer Lytton, Baron",A Strange Story — Volume 01
6162,"Lytton, Edward Bulwer Lytton, Baron",A Strange Story — Volume 02
6163,"Lytton, Edward Bulwer Lytton, Baron",A Strange Story — Volume 03
6164,"Lytton, Edward Bulwer Lytton, Baron",A Strange Story — Volume 04
6165,"Lytton, Edward Bulwer Lytton, Baron",A Strange Story — Volume 05
6166,"Lytton, Edward Bulwer Lytton, Baron",A Strange Story — Volume 06
6167,"Lytton, Edward Bulwer Lytton, Baron",A Strange Story — Volume 07
6168,"Lytton, Edward Bulwer Lytton, Baron",A Strange Story — Volume 08
6169,"Lytton, Edward Bulwer Lytton, Baron",A Strange Story — Complete
6170,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 01"
6171,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 02"
6172,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 03"
6173,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 04"
6174,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 05"
6175,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 06"
6176,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 07"
6177,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 08"
6178,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 09"
6179,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 10"
6180,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 11"
6181,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Volume 12"
6182,"Lytton, Edward Bulwer Lytton, Baron","""My Novel"" — Complete"
6183,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 01
6184,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 02
6185,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 03
6186,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 04
6187,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 06
6188,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 07
6189,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 08
6190,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 09
6191,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 10
6192,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 11
6193,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Volume 12
6194,"Lytton, Edward Bulwer Lytton, Baron",The Last of the Barons — Complete
6195,"Lytton, Edward Bulwer Lytton, Baron",Paul Clifford — Volume 01
6196,"Lytton, Edward Bulwer Lytton, Baron",Paul Clifford — Volume 02
6197,"Lytton, Edward Bulwer Lytton, Baron",Paul Clifford — Volume 03
6198,"Lytton, Edward Bulwer Lytton, Baron",Paul Clifford — Volume 04
6199,"Lytton, Edward Bulwer Lytton, Baron",Paul Clifford — Volume 05
6200,"Lytton, Edward Bulwer Lytton, Baron",Paul Clifford — Volume 06
6201,"Lytton, Edward Bulwer Lytton, Baron",Paul Clifford — Volume 07
6202,"Lytton, Edward Bulwer Lytton, Baron",Paul Clifford — Complete
6203,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 01
6204,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 02
6205,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 03
6206,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 04
6207,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 05
6208,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 06
6209,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 07
6210,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 08
6211,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 09
6212,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 10
6213,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 11
6214,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Volume 12
6215,"Lytton, Edward Bulwer Lytton, Baron",The Parisians — Complete
6216,"Lytton, Edward Bulwer Lytton, Baron","Godolphin, Volume 1."
6217,"Lytton, Edward Bulwer Lytton, Baron","Godolphin, Volume 2."
6218,"Lytton, Edward Bulwer Lytton, Baron","Godolphin, Volume 3."
6219,"Lytton, Edward Bulwer Lytton, Baron","Godolphin, Volume 4."
6220,"Lytton, Edward Bulwer Lytton, Baron","Godolphin, Volume 5."
6221,"Lytton, Edward Bulwer Lytton, Baron","Godolphin, Volume 6."
6222,"Lytton, Edward Bulwer Lytton, Baron","Godolphin, Complete"
6223,"Lytton, Edward Bulwer Lytton, Baron","Falkland, Complete"
6224,"Lytton, Edward Bulwer Lytton, Baron",The Pilgrims of the Rhine
6225,"Lytton, Edward Bulwer Lytton, Baron","Pausanias, the Spartan; The Haunted and the Haunters: An Unfinished Historical Romance"
6226,"Lytton, Edward Bulwer Lytton, Baron","Night and Morning, Volume 1"
6227,"Lytton, Edward Bulwer Lytton, Baron","Night and Morning, Volume 2"
6228,"Lytton, Edward Bulwer Lytton, Baron","Night and Morning, Volume 3"
6229,"Lytton, Edward Bulwer Lytton, Baron","Night and Morning, Volume 4"
6230,"Lytton, Edward Bulwer Lytton, Baron","Night and Morning, Volume 5"
6231,"Lytton, Edward Bulwer Lytton, Baron","Night and Morning, Complete"
6232,"Lytton, Edward Bulwer Lytton, Baron","Leila or, the Siege of Granada, Book II."
6233,"Lytton, Edward Bulwer Lytton, Baron","Leila or, the Siege of Granada, Book IV."
6234,"Lytton, Edward Bulwer Lytton, Baron","Leila or, the Siege of Granada, Book V."
6235,"Lytton, Edward Bulwer Lytton, Baron","Leila or, the Siege of Granada, Complete"
6236,"Lytton, Edward Bulwer Lytton, Baron","Calderon the Courtier, a Tale"
6237,"Lytton, Edward Bulwer Lytton, Baron","Alice, or the Mysteries — Book 01"
6238,"Lytton, Edward Bulwer Lytton, Baron","Alice, or the Mysteries — Book 02"
6239,"Lytton, Edward Bulwer Lytton, Baron","Alice, or the Mysteries — Book 03"
6240,"Lytton, Edward Bulwer Lytton, Baron","Alice, or the Mysteries — Book 04"
6241,"Lytton, Edward Bulwer Lytton, Baron","Alice, or the Mysteries — Book 05"
6242,"Lytton, Edward Bulwer Lytton, Baron","Alice, or the Mysteries — Book 06"
6243,"Lytton, Edward Bulwer Lytton, Baron","Alice, or the Mysteries — Book 08"
6244,"Lytton, Edward Bulwer Lytton, Baron","Alice, or the Mysteries — Book 10"
6245,"Lytton, Edward Bulwer Lytton, Baron","Alice, or the Mysteries — Book 11"
6246,"Lytton, Edward Bulwer Lytton, Baron","Alice, or the Mysteries — Complete"
6247,"Tolstoy, Leo, graf",Anna Karenina
6248,"Tolstoy, Leo, graf",The Awakening: (The Resurrection)
6249,"Tolstoy, Leo, graf",Resurrection
6250,"Tolstoy, Leo, graf",Childhood
6251,"Tolstoy, Leo, graf","The Forged Coupon, and Other Stories"
6252,"Tolstoy, Leo, graf",Boyhood
6253,"Tolstoy, Leo, graf",War and Peace
6254,"Tolstoy, Leo, graf",Youth
6255,"Tolstoy, Leo, graf",The Power of Darkness
6256,"Tolstoy, Leo, graf",Fruits of Culture
6257,"Tolstoy, Leo, graf",The Live Corpse
6258,"Tolstoy, Leo, graf",The Light Shines in Darkness
6259,"Tolstoy, Leo, graf","""Bethink Yourselves!"""
6260,"Tolstoy, Leo, graf",Tolstoy on Shakespeare: A Critical Essay on Shakespeare
6261,"Tolstoy, Leo, graf",What to Do? Thoughts Evoked by the Census of Moscow
6262,"Tolstoy, Leo, graf",On the Significance of Science and Art
6263,"Tolstoy, Leo, graf","Fables for Children, Stories for Children, Natural Science Stories, Popular Education, Decembrists, Moral Tales"
6264,"Tolstoy, Leo, graf",What Shall We Do?
6265,"Tolstoy, Leo, graf","""The Kingdom of God Is Within You"": Christianity Not as a Mystic Religion but as a New Theory of Life"
6266,"Tolstoy, Leo, graf",My Religion
6267,"Tolstoy, Leo, graf",Sevastopol
6268,"Tolstoy, Leo, graf",The Cossacks: A Tale of 1852
6269,"Tolstoy, Leo, graf","Three Days in the Village, and Other Sketches.: Written from September 1909 to July 1910."
6270,"Tolstoy, Leo, graf",Tolstoi for the young: Select tales from Tolstoi
6271,"Tolstoy, Leo, graf","The Invaders, and Other Stories"
6272,"Tolstoy, Leo, graf","What Men Live By, and Other Tales"
6273,"Tolstoy, Leo, graf",The Kreutzer Sonata and Other Stories
6274,"Tolstoy, Leo, graf",Redemption and two other plays
6275,"Tolstoy, Leo, graf",Father Sergius
6276,"Tolstoy, Leo, graf",Master and Man
6277,"Richards, Laura Elizabeth Howe",Marie
6278,"Richards, Laura Elizabeth Howe",Nautilus
6279,"Richards, Laura Elizabeth Howe",Queen Hildegarde
6280,"Richards, Laura Elizabeth Howe",The Silver Crown: Another Book of Fables
6281,"Richards, Laura Elizabeth Howe",Three Margarets
6282,"Richards, Laura Elizabeth Howe",Hildegarde's Holiday: A Story for Girls
6283,"Richards, Laura Elizabeth Howe",Rita
6284,"Richards, Laura Elizabeth Howe",Margaret Montfort
6285,"Richards, Laura Elizabeth Howe",Fernley House
6286,"Richards, Laura Elizabeth Howe",Peggy
6287,"Richards, Laura Elizabeth Howe",The Merryweathers
6288,"Richards, Laura Elizabeth Howe","""Some Say""; Neighbours in Cyrus"
6289,"Richards, Laura Elizabeth Howe",Rosin the Beau
6290,"Richards, Laura Elizabeth Howe","Five Mice in a Mouse-trap, by the Man in the Moon."
6291,"Richards, Laura Elizabeth Howe",Mrs. Tree
6292,"Richards, Laura Elizabeth Howe",The Wooing of Calvin Parks
6293,"Richards, Laura Elizabeth Howe",Hildegarde's Harvest
6294,"Richards, Laura Elizabeth Howe",Hildegarde's Home
6295,"Richards, Laura Elizabeth Howe","Julia Ward Howe, 1819-1910"
6296,"Richards, Laura Elizabeth Howe",Mrs. Tree's Will
6297,"Richards, Laura Elizabeth Howe",In My Nursery
6298,"Richards, Laura Elizabeth Howe",Pippin; A Wandering Flame
6299,"Richards, Laura Elizabeth Howe","Snow-White; or, The House in the Wood"
6300,"Richards, Laura Elizabeth Howe",Five Minute Stories
6301,"Richards, Laura Elizabeth Howe",Isla Heron
6302,"Richards, Laura Elizabeth Howe",Three Minute Stories
6303,"Richards, Laura Elizabeth Howe",Grandmother: The Story of a Life That Never Was Lived
6304,"Richards, Laura Elizabeth Howe","Jim of Hellas, or In Durance Vile; The Troubling of Bethesda Pool"
6305,"Richards, Laura Elizabeth Howe",Honor Bright: A Story for Girls
6306,"Richards, Laura Elizabeth Howe",Hildegarde's Neighbors
6307,"Richards, Laura Elizabeth Howe",When I was your age
6308,"Richards, Laura Elizabeth Howe",A daughter of Jehu
6309,"Richards, Laura Elizabeth Howe",Captain January
6310,"Richards, Laura Elizabeth Howe",Melody : The Story of a Child
6311,"Richards, Laura Elizabeth Howe",Geoffrey Strong
6312,"Richards, Laura Elizabeth Howe",The Green Satin Gown
6313,"Jókai, Mór",The Nameless Castle
6314,"Jókai, Mór",Halil the Pedlar: A Tale of Old Stambul
6315,"Jókai, Mór",The Poor Plutocrats
6316,"Jókai, Mór",Dr. Dumany's Wife
6317,"Jókai, Mór",Manasseh: A Romance of Transylvania
6318,"Jókai, Mór",A Hungarian Nabob
6319,"Jókai, Mór",Debts of Honor
6320,"Jókai, Mór",The Day of Wrath
6321,"Jókai, Mór",Peter the Priest
6322,"Jókai, Mór",The Corsair King
6323,"Jókai, Mór",Timar's Two Worlds
6324,"Jókai, Mór",Eyes Like the Sea: A Novel
6325,"Jókai, Mór",Pretty Michal
6326,"Jókai, Mór",A Christian But a Roman
6327,"Jókai, Mór","Hungarian Sketches in Peace and War: Constable's Miscellany of Foreign Literature, vol. 1"
6328,"Jókai, Mór","The Lion of Janina; Or, The Last Days of the Janissaries: A Turkish Novel"
6329,"Jókai, Mór",The Tower of Dago
6330,"Jókai, Mór",Black Diamonds: A Novel
6331,"Jókai, Mór",The Golden Age in Transylvania
6332,"Jókai, Mór","The Green Book; Or, Freedom Under the Snow: A Novel"
6333,"Jókai, Mór",The Strange Story of Rab Ráby
6334,"Jókai, Mór",Tales From Jókai
6335,"Jókai, Mór",'Midst the Wild Carpathians
6336,"Jókai, Mór",The Slaves of the Padishah
6337,"Page, Thomas Nelson",Gordon Keith
6338,"Page, Thomas Nelson","""George Washington's"" Last Duel: 1891"
6339,"Page, Thomas Nelson",Elsket: 1891
6340,"Page, Thomas Nelson",Bred In The Bone: 1908
6341,"Page, Thomas Nelson",Tommy Trot's Visit to Santa Claus
6342,"Page, Thomas Nelson",Two Little Confederates
6343,"Page, Thomas Nelson",The Burial of the Guns
6344,"Page, Thomas Nelson",A Captured Santa Claus
6345,"Page, Thomas Nelson",Two Prisoners
6346,"Page, Thomas Nelson",The Coast of Bohemia
6347,"Page, Thomas Nelson",Unc' Edinburg: A Plantation Echo
6348,"Page, Thomas Nelson",Elsket and Other Stories
6349,"Page, Thomas Nelson",Red Rock: A Chronicle of Reconstruction
6350,"Page, Thomas Nelson",Social Life in Old Virginia Before the War
6351,"Dawson, Coningsby",Carry On: Letters in War-Time
6352,"Dawson, Coningsby",Out To Win: The Story of America in France
6353,"Dawson, Coningsby",Christmas Outside of Eden
6354,"Dawson, Coningsby",The Kingdom Round the Corner: A Novel
6355,"Dawson, Coningsby",Murder Point: A Tale of Keewatin
6356,"Dawson, Coningsby",The Little House
6357,"Dawson, Coningsby",The Raft
6358,"Dawson, Coningsby",The Vanishing Point
6359,"Dawson, Coningsby",The Test of Scarlet: A Romance of Reality
6360,"Dawson, Coningsby",Living Bayonets: A Record of the Last Push
6361,"Dawson, Coningsby",It Might Have Happened to You: A Contemporary Portrait of Central and Eastern Europe
6362,"Dawson, Coningsby","Florence on a Certain Night, and Other Poems"
6363,"Dawson, Coningsby",The Garden Without Walls
6364,"Dawson, Coningsby",Slaves of Freedom
6365,"Dawson, Coningsby",The Glory of the Trenches
6366,"Sinclair, Upton",The Jungle
6367,"Sinclair, Upton",The Profits of Religion: An Essay in Economic Interpretation
6368,"Sinclair, Upton","The Profits of Religion, Fifth Edition"
6369,"Sinclair, Upton","A Prisoner of Morro; Or, In the Hands of the Enemy"
6370,"Sinclair, Upton",The Naturewoman
6371,"Sinclair, Upton",Prince Hagen
6372,"Sinclair, Upton",The Machine
6373,"Sinclair, Upton",A Cadet's Honor: Mark Mallory's Heroism
6374,"Sinclair, Upton",On Guard: Mark Mallory's Celebration
6375,"Sinclair, Upton",The Book of Life
6376,"Sinclair, Upton",A Captain of Industry: Being the Story of a Civilized Man
6377,"Sinclair, Upton",King Midas: a Romance
6378,"Sinclair, Upton",The Metropolis
6379,"Sinclair, Upton",Jimmie Higgins
6380,"Sinclair, Upton",They Call Me Carpenter: A Tale of the Second Coming
6381,"Sinclair, Upton",100%: the Story of a Patriot
6382,"Sinclair, Upton",The Pot Boiler: A Comedy in Four Acts
6383,"Sinclair, Upton",Sylvia's Marriage: A Novel
6384,"Sinclair, Upton",The Moneychangers
6385,"Sinclair, Upton",Samuel the Seeker
6386,"Sinclair, Upton",Love's Pilgrimage: A Novel
6387,"Sinclair, Upton",King Coal : a Novel
6388,"Sinclair, Upton","The Journal of Arthur Stirling : (""The Valley of the Shadow"")"
6389,"Burroughs, John",In the Catskills: Selections from the Writings of John Burroughs
6390,"Burroughs, John",The Breath of Life
6391,"Burroughs, John",The Last Harvest
6392,"Burroughs, John",The Wit of a Duck and Other Papers
6393,"Burroughs, John",Squirrels and Other Fur-Bearers
6394,"Burroughs, John",Bird Stories from Burroughs: Sketches of Bird Life Taken from the Works of John Burroughs
6395,"Burroughs, John",Camping with President Roosevelt
6396,"Burroughs, John",Under the Maples
6397,"Burroughs, John",Ways of Nature
6398,"Burroughs, John",Whitman: A Study
6399,"Burroughs, John",A Year in the Fields
6400,"Burroughs, John","Birds and Bees, Sharp Eyes, and Other Papers"
6401,"Burroughs, John",Camping & Tramping with Roosevelt
6402,"Burroughs, John",Wake-Robin
6403,"Burroughs, John",Birds and Poets : with Other Papers
6404,"Burroughs, John",Time and Change
